Ensembl id,Coding or Non-coding,Score
ENST00000586816.1,Non-coding,0.19627008
ENST00000586885.1,Non-coding,0.15205652
ENST00000656660.1,Non-coding,0.12552616
ENST00000687062.1,Non-coding,0.1404562
ENST00000654130.1,Non-coding,0.08522
ENST00000590274.1,Non-coding,0.24862212
ENST00000590697.1,Non-coding,0.28432843
ENST00000585571.1,Non-coding,0.09184649
ENST00000657925.1,Coding,0.62802565
ENST00000590606.5,Coding,0.5270074
ENST00000593655.5,Coding,0.62271893
ENST00000586657.1,Non-coding,0.18929839
ENST00000690780.1,Non-coding,0.32108563
ENST00000585498.1,Coding,0.8599148
ENST00000693630.1,Non-coding,0.18407005
ENST00000592022.1,Non-coding,0.015113039
ENST00000670854.1,Non-coding,0.03416604
ENST00000585816.1,Coding,0.74205285
ENST00000623510.1,Non-coding,0.11831437
ENST00000624228.1,Non-coding,0.018001966
ENST00000598131.1,Coding,0.6197857
ENST00000653011.1,Non-coding,0.26396555
ENST00000595094.1,Coding,0.5094178
ENST00000598116.1,Non-coding,0.23929428
ENST00000687650.1,Coding,0.51111007
ENST00000593903.1,Coding,0.920712
ENST00000623035.1,Non-coding,0.16626865
ENST00000598137.1,Non-coding,0.0478747
ENST00000686837.1,Non-coding,0.28218994
ENST00000596705.5,Coding,0.7869341
ENST00000597444.6,Non-coding,0.35353327
ENST00000594557.1,Coding,0.8218829
ENST00000599993.7,Coding,0.72722703
ENST00000600469.7,Coding,0.5732722
ENST00000656526.1,Coding,0.70829886
ENST00000663704.1,Coding,0.7037
ENST00000593653.1,Coding,0.83840907
ENST00000596718.5,Non-coding,0.25171673
ENST00000599078.1,Coding,0.5001768
ENST00000596203.1,Non-coding,0.041643623
ENST00000594564.1,Non-coding,0.312024
ENST00000692622.1,Coding,0.66362566
ENST00000691994.1,Coding,0.6952255
ENST00000662322.1,Non-coding,0.101553485
ENST00000657215.1,Non-coding,0.12670392
ENST00000596996.1,Non-coding,0.34129646
ENST00000594927.1,Non-coding,0.263099
ENST00000599524.1,Non-coding,0.2987409
ENST00000598561.1,Non-coding,0.10397795
ENST00000593824.1,Non-coding,0.24658139
ENST00000624863.1,Non-coding,0.036988463
ENST00000662217.1,Non-coding,0.005578594
ENST00000596778.1,Non-coding,0.012046298
ENST00000653321.1,Non-coding,0.006981985
ENST00000667750.1,Non-coding,0.008288411
ENST00000666067.1,Non-coding,0.01262004
ENST00000670493.1,Non-coding,0.008196601
ENST00000669253.1,Non-coding,0.046482287
ENST00000653701.1,Non-coding,0.028061455
ENST00000651236.1,Non-coding,0.16152175
ENST00000670990.1,Non-coding,0.016901875
ENST00000658063.1,Non-coding,0.16527024
ENST00000652802.1,Non-coding,0.038097285
ENST00000600071.1,Non-coding,0.009073557
ENST00000599810.1,Non-coding,0.083245404
ENST00000601905.1,Coding,0.5524804
ENST00000599129.1,Non-coding,0.3206073
ENST00000604312.1,Non-coding,0.018283136
ENST00000652517.1,Coding,0.5108595
ENST00000562262.1,Coding,0.67883724
ENST00000598832.1,Coding,0.7425212
ENST00000601708.1,Coding,0.95518595
ENST00000594200.1,Coding,0.6410088
ENST00000599738.1,Non-coding,0.17043352
ENST00000659982.2,Coding,0.58063316
ENST00000663718.1,Non-coding,0.4401796
ENST00000598042.1,Coding,0.50996995
ENST00000652384.1,Non-coding,0.48214823
ENST00000660422.1,Non-coding,0.2394821
ENST00000693145.1,Coding,0.5145895
ENST00000601860.5,Non-coding,0.10328845
ENST00000597533.1,Non-coding,0.03973604
ENST00000651654.1,Non-coding,0.2639421
ENST00000600673.1,Non-coding,0.026097879
ENST00000653078.1,Non-coding,0.031734306
ENST00000654102.1,Non-coding,0.041536275
ENST00000666832.1,Non-coding,0.10085307
ENST00000565584.1,Non-coding,0.07847682
ENST00000658707.1,Non-coding,0.1810245
ENST00000658973.1,Non-coding,0.03841987
ENST00000658384.1,Non-coding,0.026726138
ENST00000657971.1,Non-coding,0.03283598
ENST00000658995.1,Non-coding,0.122548565
ENST00000671247.1,Non-coding,0.014869069
ENST00000664080.1,Non-coding,0.042371146
ENST00000655262.1,Non-coding,0.026867773
ENST00000663736.1,Non-coding,0.016762393
ENST00000664557.1,Non-coding,0.11348279
ENST00000593985.5,Non-coding,0.07797764
ENST00000564534.1,Non-coding,0.11108448
ENST00000653153.1,Non-coding,0.08380008
ENST00000654127.1,Non-coding,0.04622613
ENST00000668302.1,Non-coding,0.12117766
ENST00000600896.5,Coding,0.97337073
ENST00000599269.1,Coding,0.90253335
ENST00000594318.1,Coding,0.5813204
ENST00000600223.1,Coding,0.6197568
ENST00000594653.1,Coding,0.74822897
ENST00000640838.1,Non-coding,0.21327098
ENST00000638174.1,Non-coding,0.3645715
ENST00000639752.1,Coding,0.5126954
ENST00000639327.1,Coding,0.57704556
ENST00000638822.1,Coding,0.73910743
ENST00000640517.1,Coding,0.5884576
ENST00000640355.1,Non-coding,0.2145065
ENST00000640354.1,Non-coding,0.4687956
ENST00000640920.1,Coding,0.75619227
ENST00000639997.1,Coding,0.6520655
ENST00000638919.1,Coding,0.85973173
ENST00000600671.1,Coding,0.7238641
ENST00000688559.1,Non-coding,0.41696084
ENST00000600643.5,Non-coding,0.22307047
ENST00000596283.5,Non-coding,0.36065874
ENST00000684878.1,Non-coding,0.26444003
ENST00000654756.1,Non-coding,0.04964813
ENST00000593573.5,Non-coding,0.41133484
ENST00000601293.5,Coding,0.6627017
ENST00000602077.5,Non-coding,0.18286559
ENST00000598922.1,Non-coding,0.21923724
ENST00000601338.5,Coding,0.58241653
ENST00000594576.5,Non-coding,0.21386698
ENST00000596763.1,Non-coding,0.43873152
ENST00000599944.1,Non-coding,0.108314715
ENST00000658651.1,Non-coding,0.028219229
ENST00000596326.5,Non-coding,0.21218023
ENST00000598914.2,Coding,0.5473274
ENST00000594230.1,Non-coding,0.14402322
ENST00000664647.1,Coding,0.81145424
ENST00000656993.1,Non-coding,0.13978627
ENST00000666101.1,Non-coding,0.20973034
ENST00000653003.1,Non-coding,0.2906153
ENST00000666488.1,Non-coding,0.2852529
ENST00000594934.6,Non-coding,0.40334928
ENST00000654353.1,Non-coding,0.26318717
ENST00000662140.1,Non-coding,0.3487496
ENST00000668060.1,Non-coding,0.1977911
ENST00000669127.1,Non-coding,0.19216524
ENST00000660137.1,Non-coding,0.1940735
ENST00000658858.1,Non-coding,0.2707796
ENST00000670905.1,Non-coding,0.2458866
ENST00000652968.1,Non-coding,0.17541653
ENST00000597683.1,Non-coding,0.1445282
ENST00000654611.1,Non-coding,0.17268763
ENST00000652837.1,Non-coding,0.16657624
ENST00000654372.1,Non-coding,0.21566425
ENST00000654594.1,Non-coding,0.38509673
ENST00000664197.1,Non-coding,0.07526877
ENST00000671141.1,Non-coding,0.29616708
ENST00000659757.1,Non-coding,0.14542362
ENST00000653308.1,Non-coding,0.28239453
ENST00000661386.1,Non-coding,0.24959178
ENST00000668656.1,Non-coding,0.270121
ENST00000656966.1,Non-coding,0.1254713
ENST00000663903.1,Non-coding,0.40347427
ENST00000662903.1,Non-coding,0.38073763
ENST00000663458.1,Non-coding,0.073641844
ENST00000668169.1,Non-coding,0.05895776
ENST00000665638.1,Non-coding,0.20608011
ENST00000670058.1,Non-coding,0.31698775
ENST00000668701.1,Non-coding,0.21986337
ENST00000655664.1,Non-coding,0.20366402
ENST00000666861.1,Non-coding,0.16026002
ENST00000664627.1,Non-coding,0.27982104
ENST00000661650.1,Non-coding,0.13795856
ENST00000667700.1,Non-coding,0.49695346
ENST00000623742.1,Non-coding,0.16737773
ENST00000620377.1,Non-coding,0.06560123
ENST00000600419.5,Coding,0.99619883
ENST00000598435.1,Coding,0.9957794
ENST00000589010.1,Coding,0.94800776
ENST00000623712.1,Coding,0.629485
ENST00000666409.1,Coding,0.5572615
ENST00000671282.1,Coding,0.7972038
ENST00000667518.1,Non-coding,0.42893553
ENST00000665996.1,Coding,0.8124303
ENST00000666003.1,Coding,0.8856959
ENST00000655465.1,Coding,0.8803657
ENST00000662444.1,Non-coding,0.3913752
ENST00000662487.1,Coding,0.79653585
ENST00000670572.1,Coding,0.87754196
ENST00000666658.1,Coding,0.855479
ENST00000658694.1,Non-coding,0.47052172
ENST00000588027.5,Coding,0.7844763
ENST00000656086.1,Coding,0.7560526
ENST00000658434.1,Coding,0.8531123
ENST00000663775.1,Non-coding,0.4548009
ENST00000656191.1,Coding,0.86672944
ENST00000654098.1,Coding,0.8169341
ENST00000659785.1,Coding,0.5635441
ENST00000664720.1,Non-coding,0.46854863
ENST00000667396.1,Non-coding,0.49397755
ENST00000653317.1,Coding,0.5911488
ENST00000665102.1,Non-coding,0.45580128
ENST00000590677.6,Coding,0.8319563
ENST00000687807.1,Coding,0.72317827
ENST00000654565.1,Non-coding,0.17702745
ENST00000655166.2,Non-coding,0.35062864
ENST00000656647.1,Non-coding,0.29744232
ENST00000668933.1,Coding,0.9085089
ENST00000664383.1,Coding,0.77969825
ENST00000659995.1,Coding,0.66746897
ENST00000657677.1,Coding,0.6878401
ENST00000654443.1,Coding,0.94920504
ENST00000653471.1,Coding,0.7747289
ENST00000654151.1,Coding,0.6224115
ENST00000588150.5,Non-coding,0.49402913
ENST00000659922.1,Coding,0.6310937
ENST00000668560.1,Coding,0.7052331
ENST00000657730.1,Non-coding,0.45211136
ENST00000659734.1,Coding,0.6181784
ENST00000664688.1,Coding,0.6669883
ENST00000661680.2,Coding,0.86454886
ENST00000668513.1,Coding,0.50447327
ENST00000670305.1,Non-coding,0.26955825
ENST00000671152.1,Non-coding,0.14016089
ENST00000665874.1,Coding,0.8647641
ENST00000660820.1,Non-coding,0.38845673
ENST00000670973.1,Non-coding,0.3529866
ENST00000656170.1,Coding,0.60039085
ENST00000669191.1,Non-coding,0.19692238
ENST00000657659.2,Coding,0.813573
ENST00000666734.1,Coding,0.7919434
ENST00000668068.1,Non-coding,0.4421231
ENST00000655567.1,Non-coding,0.3944169
ENST00000690384.1,Non-coding,0.42646432
ENST00000690193.1,Non-coding,0.4748605
ENST00000561521.1,Coding,0.80662453
ENST00000655066.1,Coding,0.743008
ENST00000653459.1,Coding,0.89703435
ENST00000664444.1,Coding,0.77214295
ENST00000666841.1,Coding,0.5866891
ENST00000671227.1,Coding,0.57167655
ENST00000586248.5,Coding,0.6112754
ENST00000656728.1,Non-coding,0.13829544
ENST00000654892.1,Non-coding,0.15895529
ENST00000664204.1,Non-coding,0.4160726
ENST00000656221.1,Non-coding,0.48759094
ENST00000591338.2,Non-coding,0.241775
ENST00000658794.1,Coding,0.6574225
ENST00000586954.1,Non-coding,0.07059459
ENST00000667678.1,Coding,0.53168637
ENST00000663492.1,Non-coding,0.19917032
ENST00000656708.1,Non-coding,0.09241279
ENST00000658654.1,Non-coding,0.19114117
ENST00000659364.1,Non-coding,0.13303761
ENST00000659422.1,Coding,0.6180207
ENST00000660418.1,Non-coding,0.4636584
ENST00000590523.2,Coding,0.6802818
ENST00000591458.1,Coding,0.67676884
ENST00000653404.1,Coding,0.5108423
ENST00000664921.1,Coding,0.5835774
ENST00000562493.1,Non-coding,0.07948563
ENST00000585917.6,Coding,0.8835041
ENST00000666789.1,Coding,0.7207095
ENST00000686618.1,Coding,0.89745194
ENST00000653426.1,Coding,0.73105705
ENST00000689394.1,Coding,0.860633
ENST00000659857.2,Coding,0.869276
ENST00000667196.1,Non-coding,0.3555583
ENST00000655543.1,Non-coding,0.2582041
ENST00000670399.1,Coding,0.955664
ENST00000592404.6,Non-coding,0.26702267
ENST00000668414.1,Non-coding,0.15273999
ENST00000667566.1,Coding,0.95071024
ENST00000693578.1,Coding,0.9376991
ENST00000685134.1,Coding,0.9255727
ENST00000588122.5,Coding,0.82533616
ENST00000656827.1,Non-coding,0.16203882
ENST00000586784.1,Coding,0.772354
ENST00000592806.1,Coding,0.9604962
ENST00000590628.1,Coding,0.9198775
ENST00000588318.1,Coding,0.95085216
ENST00000669503.1,Coding,0.7566145
ENST00000668186.1,Non-coding,0.46136802
ENST00000669909.1,Non-coding,0.1085085
ENST00000586220.2,Non-coding,0.15533695
ENST00000664065.1,Coding,0.7980889
ENST00000663452.2,Coding,0.7360939
ENST00000661017.1,Non-coding,0.16883738
ENST00000668903.1,Non-coding,0.0931525
ENST00000692210.1,Coding,0.8909916
ENST00000588784.1,Coding,0.84407973
ENST00000669826.1,Non-coding,0.46592972
ENST00000587188.2,Non-coding,0.16485879
ENST00000591549.1,Non-coding,0.1698723
ENST00000692520.1,Coding,0.83250684
ENST00000660309.1,Non-coding,0.116230294
ENST00000585827.1,Coding,0.8220489
ENST00000588636.1,Coding,0.78651184
ENST00000621046.2,Non-coding,0.116506696
ENST00000669145.1,Non-coding,0.38856614
ENST00000589471.1,Non-coding,0.40326476
ENST00000586671.5,Non-coding,0.04017262
ENST00000590229.1,Non-coding,0.09788277
ENST00000587777.1,Non-coding,0.3206522
ENST00000592311.5,Non-coding,0.43962732
ENST00000587140.5,Non-coding,0.08021891
ENST00000591926.1,Non-coding,0.26799282
ENST00000590280.1,Non-coding,0.101860054
ENST00000567877.1,Non-coding,0.09175684
ENST00000592347.5,Non-coding,0.3751037
ENST00000593065.5,Non-coding,0.14725438
ENST00000592716.1,Non-coding,0.15487343
ENST00000591920.5,Non-coding,0.4455627
ENST00000585697.1,Non-coding,0.1559183
ENST00000589999.1,Non-coding,0.036005974
ENST00000592931.1,Non-coding,0.18226928
ENST00000585394.1,Non-coding,0.26017335
ENST00000587961.1,Coding,0.6121078
ENST00000651559.1,Coding,0.62173086
ENST00000656648.1,Coding,0.86691344
ENST00000662278.1,Non-coding,0.14126568
ENST00000669752.1,Non-coding,0.15067334
ENST00000585883.1,Non-coding,0.13240378
ENST00000591285.1,Non-coding,0.057554767
ENST00000657984.1,Non-coding,0.08686139
ENST00000690589.1,Non-coding,0.085721985
ENST00000660056.1,Non-coding,0.14171332
ENST00000686107.1,Non-coding,0.037418813
ENST00000691008.1,Non-coding,0.024792114
ENST00000651179.1,Non-coding,0.0922988
ENST00000692277.1,Non-coding,0.18840475
ENST00000587998.6,Non-coding,0.06368454
ENST00000589921.1,Non-coding,0.19334875
ENST00000664775.1,Non-coding,0.09445203
ENST00000659282.1,Non-coding,0.26682612
ENST00000589466.2,Non-coding,0.07298682
ENST00000667314.1,Non-coding,0.39774665
ENST00000660607.1,Non-coding,0.29810816
ENST00000657694.1,Non-coding,0.23595272
ENST00000663381.1,Non-coding,0.29095167
ENST00000669456.1,Non-coding,0.0357862
ENST00000585813.6,Non-coding,0.04660112
ENST00000654199.1,Non-coding,0.08937026
ENST00000664282.1,Non-coding,0.028989231
ENST00000670182.1,Non-coding,0.15179355
ENST00000670624.1,Non-coding,0.10063077
ENST00000588609.1,Non-coding,0.07216271
ENST00000589623.1,Non-coding,0.08696681
ENST00000587850.1,Non-coding,0.15961684
ENST00000590167.1,Non-coding,0.39295948
ENST00000589198.1,Non-coding,0.005631574
ENST00000592653.6,Non-coding,0.08846824
ENST00000663054.1,Non-coding,0.09104808
ENST00000591143.6,Non-coding,0.31147316
ENST00000659147.1,Non-coding,0.19923015
ENST00000668941.1,Non-coding,0.08419853
ENST00000667583.1,Non-coding,0.46502164
ENST00000589821.1,Non-coding,0.16862595
ENST00000661114.1,Non-coding,0.14877762
ENST00000656059.1,Non-coding,0.29668364
ENST00000656834.1,Non-coding,0.42569658
ENST00000587859.1,Coding,0.88694793
ENST00000590607.2,Non-coding,0.24363275
ENST00000618791.1,Coding,0.8423295
ENST00000615154.1,Non-coding,0.3462601
ENST00000657623.1,Non-coding,0.15039283
ENST00000663300.1,Coding,0.544255
ENST00000582581.5,Coding,0.6260511
ENST00000690107.1,Non-coding,0.46864298
ENST00000660387.1,Non-coding,0.377944
ENST00000664318.1,Non-coding,0.10261539
ENST00000577849.2,Non-coding,0.1060545
ENST00000587520.1,Coding,0.89369696
ENST00000579268.1,Coding,0.9881528
ENST00000623523.1,Non-coding,0.34270984
ENST00000691654.1,Coding,0.6747142
ENST00000666573.1,Non-coding,0.48623592
ENST00000657512.1,Non-coding,0.14832406
ENST00000624591.1,Non-coding,0.11937629
ENST00000588402.1,Non-coding,0.2287456
ENST00000655808.1,Non-coding,0.10789445
ENST00000659771.1,Non-coding,0.11073398
ENST00000660929.1,Non-coding,0.10960948
ENST00000588092.1,Non-coding,0.34074286
ENST00000688284.1,Non-coding,0.09693381
ENST00000623331.1,Coding,0.587508
ENST00000593140.1,Non-coding,0.13442825
ENST00000585364.1,Non-coding,0.05748869
ENST00000567374.1,Non-coding,0.047860138
ENST00000587702.1,Non-coding,0.49515915
ENST00000638312.1,Non-coding,0.34296784
ENST00000660210.1,Non-coding,0.014702576
ENST00000660315.1,Non-coding,0.026477989
ENST00000655851.1,Non-coding,0.03164728
ENST00000655296.1,Non-coding,0.018160336
ENST00000671470.1,Non-coding,0.035624042
ENST00000658988.1,Non-coding,0.02317132
ENST00000666238.1,Non-coding,0.0900101
ENST00000654096.1,Non-coding,0.04120455
ENST00000659241.1,Non-coding,0.019162215
ENST00000667120.1,Non-coding,0.09725975
ENST00000658745.1,Non-coding,0.029431267
ENST00000661073.1,Non-coding,0.029670235
ENST00000670562.1,Non-coding,0.033729002
ENST00000670066.1,Non-coding,0.13640514
ENST00000659731.1,Non-coding,0.015481385
ENST00000589511.1,Non-coding,0.024627477
ENST00000585336.1,Non-coding,0.38217902
ENST00000625085.1,Non-coding,0.03684361
ENST00000591132.1,Non-coding,0.42923385
ENST00000587779.1,Non-coding,0.06475582
ENST00000664841.1,Non-coding,0.08275639
ENST00000593063.1,Non-coding,0.12305159
ENST00000562167.1,Non-coding,0.38514322
ENST00000663546.1,Non-coding,0.14361043
ENST00000655260.1,Non-coding,0.09892246
ENST00000669039.1,Non-coding,0.1893409
ENST00000662746.1,Non-coding,0.037391793
ENST00000653649.1,Non-coding,0.07838907
ENST00000656632.1,Non-coding,0.05849419
ENST00000662101.1,Non-coding,0.11363741
ENST00000654237.1,Non-coding,0.18373726
ENST00000655929.1,Non-coding,0.15192455
ENST00000661219.1,Non-coding,0.17777997
ENST00000654554.1,Non-coding,0.05258236
ENST00000667193.1,Non-coding,0.118262544
ENST00000592788.6,Non-coding,0.12268412
ENST00000660379.1,Non-coding,0.15075457
ENST00000664476.1,Non-coding,0.11570716
ENST00000667398.1,Non-coding,0.07190363
ENST00000667366.1,Non-coding,0.11426292
ENST00000655900.1,Non-coding,0.12045412
ENST00000658409.1,Non-coding,0.1748772
ENST00000590611.3,Non-coding,0.1828747
ENST00000661721.1,Non-coding,0.17778435
ENST00000660114.1,Non-coding,0.13745995
ENST00000664056.1,Non-coding,0.05959323
ENST00000671569.1,Non-coding,0.062194366
ENST00000661861.1,Non-coding,0.07099639
ENST00000662874.1,Non-coding,0.06614257
ENST00000660488.1,Non-coding,0.0724331
ENST00000660671.1,Non-coding,0.077088214
ENST00000660019.1,Non-coding,0.11208962
ENST00000663580.1,Non-coding,0.04563631
ENST00000660672.1,Non-coding,0.10429301
ENST00000663440.1,Non-coding,0.1837809
ENST00000670699.1,Non-coding,0.07830681
ENST00000662416.1,Non-coding,0.09683295
ENST00000670796.1,Non-coding,0.26235443
ENST00000669372.1,Non-coding,0.101616435
ENST00000659937.1,Non-coding,0.079861395
ENST00000655256.1,Non-coding,0.07443658
ENST00000592644.1,Coding,0.71274143
ENST00000651987.1,Non-coding,0.09220655
ENST00000651930.1,Non-coding,0.43149877
ENST00000653197.1,Non-coding,0.124725856
ENST00000635947.1,Non-coding,0.15265122
ENST00000657612.1,Non-coding,0.16882229
ENST00000659249.1,Non-coding,0.05012672
ENST00000656165.1,Non-coding,0.14183307
ENST00000663079.1,Non-coding,0.24511334
ENST00000592270.2,Non-coding,0.094812825
ENST00000652929.1,Non-coding,0.13290606
ENST00000654669.1,Non-coding,0.10263498
ENST00000593211.1,Non-coding,0.017593795
ENST00000636649.1,Non-coding,0.050935492
ENST00000657281.1,Non-coding,0.082146294
ENST00000670492.1,Non-coding,0.11985241
ENST00000657538.1,Non-coding,0.34043863
ENST00000656066.1,Non-coding,0.21146178
ENST00000666639.1,Non-coding,0.40520668
ENST00000654314.1,Non-coding,0.25415334
ENST00000593082.3,Non-coding,0.05962599
ENST00000656360.1,Non-coding,0.035003178
ENST00000663136.1,Non-coding,0.035805885
ENST00000660926.1,Non-coding,0.24705714
ENST00000590021.2,Non-coding,0.088316426
ENST00000653579.1,Non-coding,0.31062752
ENST00000654437.1,Non-coding,0.32133725
ENST00000658221.1,Non-coding,0.056843087
ENST00000666081.1,Non-coding,0.04699355
ENST00000590053.1,Non-coding,0.16146672
ENST00000669478.1,Non-coding,0.09598738
ENST00000663104.1,Non-coding,0.15070377
ENST00000662070.1,Non-coding,0.3113384
ENST00000588694.6,Non-coding,0.44383344
ENST00000593056.2,Non-coding,0.09215366
ENST00000652115.1,Non-coding,0.0885365
ENST00000666300.1,Non-coding,0.09042398
ENST00000656139.1,Non-coding,0.04262193
ENST00000661915.1,Non-coding,0.09484373
ENST00000662548.1,Non-coding,0.07571116
ENST00000663477.1,Non-coding,0.08196233
ENST00000656347.1,Non-coding,0.07955272
ENST00000660670.1,Non-coding,0.11103861
ENST00000590719.2,Non-coding,0.06782902
ENST00000657008.1,Non-coding,0.054560006
ENST00000585739.1,Non-coding,0.12694472
ENST00000589110.1,Non-coding,0.030364027
ENST00000591212.1,Coding,0.5024523
ENST00000670050.1,Non-coding,0.07177172
ENST00000657853.1,Non-coding,0.121037565
ENST00000671052.1,Non-coding,0.14681107
ENST00000593038.1,Non-coding,0.17088124
ENST00000592668.2,Non-coding,0.11759497
ENST00000591232.1,Coding,0.77013177
ENST00000651770.1,Non-coding,0.28254625
ENST00000693063.1,Non-coding,0.09864083
ENST00000684934.1,Non-coding,0.054346852
ENST00000691442.1,Non-coding,0.06481416
ENST00000592680.2,Coding,0.7168355
ENST00000589127.1,Non-coding,0.39463672
ENST00000592431.2,Non-coding,0.49337015
ENST00000587554.1,Non-coding,0.017462092
ENST00000590069.1,Non-coding,0.36457458
ENST00000692499.1,Non-coding,0.27483395
ENST00000590117.1,Non-coding,0.3933548
ENST00000609744.1,Coding,0.96035373
ENST00000590492.1,Coding,0.7568231
ENST00000658148.1,Coding,0.75777006
ENST00000668860.1,Non-coding,0.40617615
ENST00000604605.1,Coding,0.5178357
ENST00000589932.1,Non-coding,0.17429134
ENST00000587312.1,Coding,0.79689884
ENST00000592982.2,Coding,0.83693135
ENST00000593041.1,Coding,0.8046326
ENST00000589967.1,Non-coding,0.052175704
ENST00000690029.1,Non-coding,0.27117994
ENST00000610908.1,Coding,0.5572601
ENST00000657364.1,Non-coding,0.4636684
ENST00000591311.1,Non-coding,0.46263373
ENST00000592220.1,Non-coding,0.27452952
ENST00000690771.1,Coding,0.9439921
ENST00000689749.1,Coding,0.93272805
ENST00000687185.1,Coding,0.9281293
ENST00000597830.1,Coding,0.88861024
ENST00000595013.2,Coding,0.93392605
ENST00000599404.1,Coding,0.95170027
ENST00000623084.1,Non-coding,0.08524186
ENST00000623668.1,Coding,0.8944458
ENST00000612269.1,Coding,0.60509986
ENST00000587150.3,Non-coding,0.37500525
ENST00000654750.1,Coding,0.6792513
ENST00000657681.1,Coding,0.7370185
ENST00000590963.1,Coding,0.69764733
ENST00000561778.2,Non-coding,0.050870415
ENST00000600348.2,Non-coding,0.20245664
ENST00000659696.1,Non-coding,0.3560023
ENST00000665910.1,Non-coding,0.1281998
ENST00000670999.1,Non-coding,0.31880417
ENST00000656274.1,Coding,0.7670813
ENST00000668481.1,Non-coding,0.39866862
ENST00000601776.2,Coding,0.596891
ENST00000668799.1,Coding,0.54138094
ENST00000656044.1,Coding,0.5855032
ENST00000661037.1,Coding,0.9326432
ENST00000668999.1,Non-coding,0.22619759
ENST00000666368.1,Coding,0.72712123
ENST00000669819.1,Non-coding,0.23763692
ENST00000657506.1,Coding,0.5981272
ENST00000655389.1,Coding,0.64885
ENST00000653487.1,Coding,0.74690175
ENST00000661859.1,Coding,0.75237495
ENST00000665881.1,Coding,0.6897285
ENST00000657568.1,Coding,0.61751205
ENST00000603718.2,Coding,0.5342327
ENST00000604749.1,Coding,0.9178796
ENST00000653476.1,Coding,0.6675596
ENST00000657508.1,Non-coding,0.13037533
ENST00000658624.1,Coding,0.7621532
ENST00000668349.1,Non-coding,0.12658693
ENST00000657878.1,Non-coding,0.19556613
ENST00000604453.2,Coding,0.51375234
ENST00000662155.1,Coding,0.82189
ENST00000667778.1,Coding,0.87467337
ENST00000605047.2,Coding,0.8249392
ENST00000651304.1,Non-coding,0.35637408
ENST00000667951.1,Non-coding,0.44907174
ENST00000659576.1,Non-coding,0.25797376
ENST00000603717.2,Non-coding,0.46403524
ENST00000665539.1,Non-coding,0.4533329
ENST00000595783.1,Coding,0.6587223
ENST00000604333.1,Non-coding,0.08103562
ENST00000623602.1,Non-coding,0.087572336
ENST00000600959.1,Non-coding,0.24201673
ENST00000605640.1,Non-coding,0.04317639
ENST00000666194.1,Coding,0.6346927
ENST00000653822.1,Coding,0.79030037
ENST00000668923.1,Non-coding,0.3771493
ENST00000392227.2,Coding,0.6783539
ENST00000648691.1,Non-coding,0.27967316
ENST00000650457.1,Coding,0.50603104
ENST00000313865.6,Coding,0.6648227
ENST00000616460.2,Coding,0.60937214
ENST00000649940.1,Coding,0.63441586
ENST00000624372.1,Non-coding,0.22327358
ENST00000586871.5,Coding,0.8674087
ENST00000592174.1,Coding,0.5839938
ENST00000604161.1,Non-coding,0.08348487
ENST00000602262.1,Non-coding,0.15016755
ENST00000685454.1,Coding,0.5466023
ENST00000597110.1,Non-coding,0.07187573
ENST00000602468.5,Non-coding,0.24308236
ENST00000601669.6,Non-coding,0.08692566
ENST00000441942.6,Coding,0.7503793
ENST00000602653.5,Coding,0.5234382
ENST00000602796.5,Non-coding,0.23120068
ENST00000536898.5,Coding,0.6247262
ENST00000600405.1,Non-coding,0.16368891
ENST00000413796.1,Non-coding,0.06339778
ENST00000428426.2,Non-coding,0.18348597
ENST00000693316.1,Non-coding,0.067463726
ENST00000688742.1,Non-coding,0.104889326
ENST00000444728.3,Coding,0.59582967
ENST00000589137.5,Coding,0.55581135
ENST00000590717.2,Coding,0.814453
ENST00000660248.1,Coding,0.7431273
ENST00000670097.1,Coding,0.86490446
ENST00000667891.1,Coding,0.9039094
ENST00000660839.1,Coding,0.7107639
ENST00000590125.2,Coding,0.8787232
ENST00000588286.1,Coding,0.88751584
ENST00000654809.1,Coding,0.6975084
ENST00000638356.1,Coding,0.8598763
ENST00000669392.1,Non-coding,0.23864199
ENST00000656011.1,Coding,0.560762
ENST00000660835.1,Coding,0.56427366
ENST00000659371.1,Non-coding,0.47681618
ENST00000657962.1,Non-coding,0.30053374
ENST00000665580.1,Non-coding,0.3371841
ENST00000661919.1,Coding,0.6684873
ENST00000657146.1,Non-coding,0.15846613
ENST00000655429.1,Non-coding,0.39296684
ENST00000667472.1,Non-coding,0.35484403
ENST00000453968.2,Non-coding,0.35530484
ENST00000589603.1,Non-coding,0.013539547
ENST00000443196.2,Coding,0.9271341
ENST00000585365.1,Non-coding,0.46947324
ENST00000591091.1,Non-coding,0.43392226
ENST00000587767.1,Coding,0.6776624
ENST00000589397.1,Non-coding,0.06846833
ENST00000624076.1,Non-coding,0.2265287
ENST00000592518.1,Coding,0.7732433
ENST00000587412.1,Non-coding,0.09758202
ENST00000473572.2,Coding,0.9247835
ENST00000685157.1,Non-coding,0.422927
ENST00000586962.1,Non-coding,0.28081757
ENST00000624007.1,Non-coding,0.36273977
ENST00000622994.1,Coding,0.8129029
ENST00000604228.1,Coding,0.86193144
ENST00000676422.1,Non-coding,0.170373
ENST00000675324.1,Non-coding,0.15704562
ENST00000585356.6,Coding,0.52374685
ENST00000691592.1,Coding,0.66351867
